employer_key,employer,fiscal_year,approvals,denials,state,city
battelle memorial institute,BATTELLE MEMORIAL INSTITUTE,2021;2022;2023,368,5,WA,RICHLAND
coforge limited fka niit tech,COFORGE LIMITED FKA NIIT TECH LTD,2021;2022,368,7,GA,ATLANTA
okta,OKTA INC,2021;2022;2023,367,2,CA,SAN JOSE
kpit,KPIT TECHNOLOGIES INC,2021;2022;2023,365,2,MI,NOVI
illumina,ILLUMINA INC,2021;2022;2023,364,4,CA,SAN DIEGO
iqvia,IQVIA INC,2021;2022;2023,364,10,NC,DURHAM
j b hunt transport,J B HUNT TRANSPORT INC,2021;2022;2023,364,3,AR,LOWELL
ppd development,PPD DEVELOPMENT LP,2021;2022;2023,361,8,NC,WILMINGTON
starbucks coffee,STARBUCKS COFFEE COMPANY,2021;2022;2023,361,5,WA,SEATTLE
citrix,CITRIX SYSTEMS INC,2021;2022;2023,360,6,FL,FORT LAUDERDALE
indiana university,INDIANA UNIVERSITY,2021;2022;2023,360,5,IN,BLOOMINGTON
synapsis,SYNAPSIS INC,2021;2022;2023,359,5,IL,SPRINGFIELD
nb ventures inc dba gep,NB VENTURES INC DBA GEP,2021;2022;2023,358,8,NJ,CLARK
lawrence berkeley national lab,LAWRENCE BERKELEY NATIONAL LAB,2021;2022;2023,357,3,CA,BERKELEY
niit,NIIT TECHNOLOGIES LIMITED,2021;2022;2023,357,2,GA,ATLANTA
cox automotive corporate,COX AUTOMOTIVE CORPORATE SERVICES,2021;2022;2023,356,7,GA,ATLANTA
staples,STAPLES INC,2021;2022;2023,356,23,MA,FRAMINGHAM
st jude children s research hospital,ST JUDE CHILDREN S RESEARCH HOSPITAL,2022;2023,356,6,TN,MEMPHIS
capital one national association,CAPITAL ONE NATIONAL ASSOCIATION,2021;2022;2023,353,7,VA,HENRICO
nyu grossman school of medicine,NYU GROSSMAN SCHOOL OF MEDICINE,2021;2022;2023,353,0,NY,NEW YORK
pure storage,PURE STORAGE INC,2021;2022;2023,353,0,CA,MOUNTAIN VIEW
the trustees of princeton univ,THE TRUSTEES OF PRINCETON UNIV,2021;2022,353,3,NJ,PRINCETON
insurance services office,INSURANCE SERVICES OFFICE INC,2021;2022;2023,350,2,NJ,JERSEY CITY
e giants,E GIANTS TECHNOLOGIES LLC,2021;2022;2023,349,13,IA,CLIVE
macys systems and,MACYS SYSTEMS AND TECHNOLOGY INC,2021;2022;2023,349,6,GA,CONYERS
metlife,METLIFE GROUP INC,2021;2022;2023,349,2,NY,NEW YORK
tiger analytics,TIGER ANALYTICS LLC,2021;2022;2023,349,8,CA,SANTA CLARA
university of california berkeley,UNIVERSITY OF CALIFORNIA BERKELEY,2021;2022;2023,349,2,CA,BERKELEY
ut health science center,UT HEALTH SCIENCE CENTER,2021;2022;2023,349,4,TN,CHATTANOOGA
nc state university,NC STATE UNIVERSITY,2021;2022;2023,347,3,NC,RALEIGH
samsung austin semiconductor,SAMSUNG AUSTIN SEMICONDUCTOR LLC,2021;2022;2023,347,3,TX,AUSTIN
memorial sloan kettering cancer ce,MEMORIAL SLOAN KETTERING CANCER CE,2021;2022,346,4,NY,NEW YORK
epsilon data management,EPSILON DATA MANAGEMENT LLC,2021;2022;2023,345,3,TX,IRVING
genentech,GENENTECH INC,2021;2022;2023,345,6,CA,SOUTH SAN FRANCISCO
savannah chatham county public sch,SAVANNAH CHATHAM COUNTY PUBLIC SCH,2021;2022;2023,344,9,GA,SAVANNAH
tek leaders,TEK LEADERS INC,2021;2022;2023,344,19,OK,DURANT
sapphire software,SAPPHIRE SOFTWARE SOLUTIONS INC,2021;2022;2023,343,14,CA,DUBLIN
veridic,VERIDIC SOLUTIONS LLC,2021;2022;2023,343,13,GA,DULUTH
slk,SLK AMERICA INC,2021;2022;2023,341,3,OH,CINCINNATI
3i infotech,3I INFOTECH INC,2021;2022;2023,340,16,NJ,EDISON
godaddy com,GODADDY COM LLC,2021;2022;2023,339,3,AZ,GILBERT
csc covansys,CSC COVANSYS CORPORATION,2021;2022;2023,338,15,TX,PLANO
dana farber cancer institute,DANA FARBER CANCER INSTITUTE,2021;2022;2023,338,11,MA,BOSTON
hughes network,HUGHES NETWORK SYSTEMS LLC,2021;2022;2023,337,9,MD,GERMANTOWN
california institute of,CALIFORNIA INSTITUTE OF TECHNOLOGY,2021;2022;2023,336,4,CA,PASADENA
nxp,NXP USA INC,2021;2022;2023,336,3,TX,AUSTIN
qualcomm atheros,QUALCOMM ATHEROS INC,2021;2022;2023,336,11,CA,SAN DIEGO
federal home loan mortgage,FEDERAL HOME LOAN MORTGAGE CORP,2021;2022;2023,335,10,VA,MC LEAN
photon infotech,PHOTON INFOTECH INC,2021;2022;2023,335,8,TX,DALLAS
informatica,INFORMATICA LLC,2021;2022;2023,333,2,CA,REDWOOD CITY
ventois,VENTOIS INC,2021;2022;2023,333,11,MA,SHREWSBURY
boston scientific,BOSTON SCIENTIFIC CORPORATION,2021;2022;2023,332,3,MA,MARLBOROUGH
arup,ARUP LABORATORIES,2021;2022;2023,331,4,UT,SALT LAKE CITY
university of california davis,UNIVERSITY OF CALIFORNIA DAVIS,2021;2022;2023,330,7,CA,DAVIS
trustees of boston university,TRUSTEES OF BOSTON UNIVERSITY,2021;2022;2023,329,5,MA,BOSTON
broadridge financial,BROADRIDGE FINANCIAL SOLUTIONS INC,2021;2022;2023,328,0,NJ,NEWARK
yash,YASH SOLUTIONS LLC,2021;2022;2023,327,12,GA,CUMMING
cyient,CYIENT INC,2021;2022;2023,326,8,CT,EAST HARTFORD
tavant,TAVANT TECHNOLOGIES INC,2021;2022;2023,326,4,CA,SANTA CLARA
xilinx,XILINX INC,2021;2022;2023,325,5,CA,SAN JOSE
dxc,DXC TECHNOLOGY SERVICES LLC,2021;2022;2023,324,24,TX,RICHARDSON
motorola,MOTOROLA SOLUTIONS INC,2021;2022;2023,323,4,IL,CHICAGO
spotify,SPOTIFY USA INC,2021;2022;2023,323,6,NY,NEW YORK
vertex pharmaceuticals,VERTEX PHARMACEUTICALS INC,2021;2022;2023,323,4,MA,BOSTON
elevance health,ELEVANCE HEALTH INC,2022;2023,321,8,IN,INDIANAPOLIS
gen hosp corp d b a mass gen hosp,GEN HOSP CORP D/B/A MASS GEN HOSP,2021;2022,320,0,MA,BOSTON
vastek,VASTEK INC,2021;2022;2023,320,28,CA,SAN DIEGO
icahn school of medicine at mount,ICAHN SCHOOL OF MEDICINE AT MOUNT,2021;2022,319,3,NY,NEW YORK
itech,ITECH US INC,2021;2022;2023,318,4,VT,SOUTH BURLINGTON
delta air lines,DELTA AIR LINES INC,2021;2022;2023,316,0,GA,ATLANTA
aecom technical,AECOM TECHNICAL SERVICES INC,2021;2022;2023,315,14,CA,LOS ANGELES
the gap,THE GAP INC,2021;2022;2023,315,8,CA,SAN FRANCISCO
montefiore medical center,MONTEFIORE MEDICAL CENTER,2021;2022;2023,314,2,NY,BRONX
robert bosch,ROBERT BOSCH LLC,2021;2022;2023,313,11,MI,FARMINGTN HLS
ansys,ANSYS INC,2021;2022;2023,311,9,PA,CANONSBURG
moodys analytics,MOODYS ANALYTICS INC,2021;2022;2023,311,1,NY,NEW YORK
infogain,INFOGAIN CORP,2021;2022;2023,309,12,CA,LOS GATOS
general hosp corp d b a mass general hosp,GENERAL HOSP CORP D/B/A MASS GENERAL HOSP,2022;2023,307,1,MA,BOSTON
weill cornell medical college,WEILL CORNELL MEDICAL COLLEGE,2021;2022,305,7,NY,NEW YORK
contextlogic inc dba wish,CONTEXTLOGIC INC DBA WISH,2021;2022;2023,303,2,CA,SAN FRANCISCO
biogen,BIOGEN INC,2021;2022;2023,302,3,MA,CAMBRIDGE
cornell university,CORNELL UNIVERSITY,2021;2022;2023,302,6,NY,ITHACA
michigan state university,MICHIGAN STATE UNIVERSITY,2021;2022;2023,302,7,MI,EAST LANSING
cigna health and life insurance,CIGNA HEALTH & LIFE INSURANCE CO,2021;2022;2023,301,5,CT,BLOOMFIELD
stanley black and decker,STANLEY BLACK & DECKER INC,2021;2022;2023,301,4,CT,NEW BRITAIN
bain and,BAIN & COMPANY INC,2021;2022;2023,299,11,MA,BOSTON
infomatics,INFOMATICS CORP,2021;2022;2023,299,9,VA,STERLING
home depot management,HOME DEPOT MANAGEMENT COMPANY LLC,2022;2023,299,2,GA,-
db usa core,DB USA CORE CORPORATION,2021;2022;2023,297,3,NY,NEW YORK
square,SQUARE INC,2021;2022,297,5,CA,SAN FRANCISCO
idexcel,IDEXCEL INC,2021;2022;2023,296,9,VA,HERNDON
cybersource,CYBERSOURCE CORPORATION,2021;2022;2023,295,1,CA,FOSTER CITY
st jude children s research hospit,ST JUDE CHILDREN S RESEARCH HOSPIT,2021;2022,292,2,TN,MEMPHIS
equinix,EQUINIX INC,2021;2022;2023,291,3,CA,REDWOOD CITY
mitchell martin,MITCHELL MARTIN INC,2021;2022;2023,291,5,NY,NEW YORK
hp,HP INC,2021;2022;2023,290,5,TX,SPRING
electronic arts,ELECTRONIC ARTS INC,2021;2022;2023,289,11,CA,REDWOOD CITY
university of nebraska lincoln,UNIVERSITY OF NEBRASKA LINCOLN,2021;2022;2023,289,11,NE,KEARNEY
ncr,NCR CORPORATION,2021;2022;2023,288,3,GA,ATLANTA
government employees insurance company geico,GOVERNMENT EMPLOYEES INSURANCE COMPANY GEICO,2022;2023,288,6,MD,CHEVY CHASE
asurion,ASURION LLC,2021;2022;2023,287,2,TN,NASHVILLE
arizona state university,ARIZONA STATE UNIVERSITY,2021;2022;2023,286,5,AZ,TEMPE
cbre,CBRE INC,2021;2022;2023,285,3,TX,DALLAS
denken,DENKEN SOLUTIONS INC,2021;2022;2023,285,10,CA,IRVINE
university of alabama at birmingham,UNIVERSITY OF ALABAMA AT BIRMINGHAM,2022;2023,285,5,AL,BIRMINGHAM
ariba,ARIBA INC,2021;2022;2023,284,2,PA,NEWTOWN SQ
intraedge,INTRAEDGE INC,2021;2022;2023,284,18,AZ,CHANDLER
merck sharp dohme,MERCK SHARP DOHME CORP,2021;2022;2023,283,2,NJ,KENILWORTH
manhattan associates,MANHATTAN ASSOCIATES INC,2021;2022;2023,282,8,GA,ATLANTA
texas tech university,TEXAS TECH UNIVERSITY,2021;2022;2023,282,3,TX,EL PASO
orion systems integrators,ORION SYSTEMS INTEGRATORS LLC,2021;2022;2023,280,2,NJ,EDISON
cardinal health,CARDINAL HEALTH INC,2021;2022;2023,279,3,OH,DUBLIN
it,IT AMERICA INC,2021;2022;2023,279,3,NJ,EDISON
itc infotech,ITC INFOTECH USA INC,2021;2022;2023,279,7,NJ,PARAMUS
svb financial,SVB FINANCIAL GROUP,2021;2022;2023,279,1,CA,SANTA CLARA
total system,TOTAL SYSTEM SERVICES LLC,2021;2022;2023,279,1,GA,COLUMBUS
db global,DB GLOBAL TECHNOLOGY INC,2021;2022;2023,278,2,NC,CARY
university of oklahoma,UNIVERSITY OF OKLAHOMA,2021;2022,277,12,OK,NORMAN
massachusetts mutual life insur,MASSACHUSETTS MUTUAL LIFE INSUR CO,2021;2022,275,7,MA,SPRINGFIELD
ness,NESS USA INC,2021;2022;2023,275,7,PA,CANONSBURG
nisum,NISUM TECHNOLOGIES INC,2021;2022;2023,275,9,CA,BREA
change healthcare,CHANGE HEALTHCARE TECHNOLOGIES LLC,2021;2022;2023,274,5,GA,ALPHARETTA
paycom payroll,PAYCOM PAYROLL LLC,2021;2022;2023,274,2,OK,OKLAHOMA CITY
strategic resources,STRATEGIC RESOURCES INTERNATIONAL,2021;2022;2023,274,17,NJ,PARLIN
umass chan medical school,UMASS CHAN MEDICAL SCHOOL,2022;2023,274,8,MA,AMHERST
antra,ANTRA INC,2021;2022;2023,273,3,VA,DULLES
university of kentucky,UNIVERSITY OF KENTUCKY,2021;2022;2023,272,3,KY,LEXINGTON
wsp,WSP USA INC,2021;2022;2023,272,8,NY,NEW YORK
zoom video communications,ZOOM VIDEO COMMUNICATIONS INC,2021;2022;2023,272,4,CA,SAN JOSE
northwestern mutual life insurance,NORTHWESTERN MUTUAL LIFE INSURANCE,2022;2023,272,2,WI,MILWAUKEE
confluent,CONFLUENT INC,2021;2022;2023,271,4,CA,MOUNTAIN VIEW
swanktek,SWANKTEK INC,2021;2022;2023,270,4,NJ,NUTLEY
the university of arizona,THE UNIVERSITY OF ARIZONA,2021;2022;2023,270,7,AZ,TUCSON
intercontinental exchange,INTERCONTINENTAL EXCHANGE HOLDINGS,2021;2022;2023,269,0,GA,ATLANTA
rutgers the state univ of nj,RUTGERS THE STATE UNIV OF NJ,2021;2022,269,15,NJ,NEW BRUNSWICK
zimmer,ZIMMER GROUP US INC,2021;2022;2023,269,6,NC,HICKORY
roblox,ROBLOX CORPORATION,2021;2022;2023,268,4,CA,SAN MATEO
bdo,BDO USA LLP,2021;2022;2023,266,1,IL,CHICAGO
covidien,COVIDIEN LP,2021;2022;2023,266,2,MN,MINNEAPOLIS
university of california los angeles,UNIVERSITY OF CALIFORNIA LOS ANGELES,2022;2023,266,5,CA,LOS ANGELES
regeneron pharmaceuticals,REGENERON PHARMACEUTICALS INC,2021;2022;2023,265,1,NY,TARRYTOWN
takeda dev center americas,TAKEDA DEV CENTER AMERICAS INC,2021;2022,265,1,MA,LEXINGTON
arista networks,ARISTA NETWORKS INC,2021;2022;2023,264,4,CA,SANTA CLARA
first republic bank,FIRST REPUBLIC BANK,2021;2022;2023,264,1,CA,SAN FRANCISCO
farmers,FARMERS GROUP INC,2021;2022;2023,263,2,CA,WOODLAND HILLS
northeastern university,NORTHEASTERN UNIVERSITY,2021;2022;2023,263,3,MA,BOSTON
mckesson,MCKESSON CORPORATION,2021;2022;2023,262,9,TX,IRVING
the univ of alabama at birmingham,THE UNIV OF ALABAMA AT BIRMINGHAM,2021;2022,261,0,AL,BIRMINGHAM
astir it,ASTIR IT SOLUTIONS INC,2021;2022;2023,260,11,NJ,S PLAINFIELD
schneider electric,SCHNEIDER ELECTRIC SYSTEMS USA INC,2021;2022;2023,259,7,MA,BOSTON
medline industries,MEDLINE INDUSTRIES INC,2021;2022;2023,258,0,IL,NORTHFIELD
hartford fire insurance,HARTFORD FIRE INSURANCE COMPANY,2021;2022;2023,257,3,CT,HARTFORD
technumen,TECHNUMEN INC,2021;2022;2023,257,5,NJ,PISCATAWAY
first tek,FIRST TEK INC,2021;2022;2023,255,9,NJ,PISCATAWAY
guidewire software,GUIDEWIRE SOFTWARE INC,2021;2022;2023,255,1,CA,SAN MATEO
cyberthink,CYBERTHINK INC,2021;2022;2023,254,6,NJ,BRIDGEWATER
mpg operations,MPG OPERATIONS LLC,2021;2022;2023,254,3,NY,NEW YORK
nielsen,NIELSEN COMPANY US LLC,2021;2022,254,3,NY,NEW YORK
wolters kluwer united states,WOLTERS KLUWER UNITED STATES INC,2021;2022;2023,253,2,IL,DEERFIELD
strategic,STRATEGIC SOLUTIONS GROUP LLC,2021;2022;2023,252,4,MA,NEEDHAM HEIGHTS
carnegie mellon university,CARNEGIE MELLON UNIVERSITY,2021;2022;2023,251,6,PA,PITTSBURGH
cigniti,CIGNITI TECHNOLOGIES INC,2021;2022;2023,251,6,TX,DALLAS
motional ad,MOTIONAL AD INC,2021;2022;2023,251,3,MA,BOSTON
rubrik,RUBRIK INC,2021;2022;2023,251,5,CA,PALO ALTO
bayer u s,BAYER U S LLC,2021;2022;2023,250,4,MO,SAINT LOUIS
cepheid,CEPHEID,2021;2022;2023,249,2,CA,SUNNYVALE
tata,TATA TECHNOLOGIES INC,2021;2022;2023,249,10,MI,DETROIT
technosoft,TECHNOSOFT CORPORATION,2021;2022;2023,249,2,MI,SOUTHFIELD
canoo,CANOO INC,2021;2022;2023,248,6,CA,TORRANCE
it resources,IT RESOURCES INC,2021;2022;2023,248,18,DE,NEWARK
skyworks,SKYWORKS SOLUTIONS INC,2021;2022;2023,248,4,CA,IRVINE
gartner,GARTNER INC,2021;2022;2023,247,9,CT,STAMFORD
georgia institute of,GEORGIA INSTITUTE OF TECHNOLOGY,2021;2022;2023,247,9,GA,ATLANTA
uchicago argonne,UCHICAGO ARGONNE LLC,2021;2022;2023,247,3,IL,LEMONT
samsung semiconductor,SAMSUNG SEMICONDUCTOR INC,2021;2022;2023,245,4,CA,SAN JOSE
microchip,MICROCHIP TECHNOLOGY INC,2021;2022;2023,244,6,AZ,CHANDLER
eli lilly and,ELI LILLY AND COMPANY,2021;2022;2023,243,0,IN,INDIANAPOLIS
ls,LS SOLUTIONS INC,2021;2022;2023,243,3,NJ,PRINCETON
novartis pharmaceuticals,NOVARTIS PHARMACEUTICALS CORP,2021;2022;2023,243,10,NJ,EAST HANOVER
henry ford health system,HENRY FORD HEALTH SYSTEM,2021;2022,242,8,MI,DETROIT
state university of new york at buffalo,STATE UNIVERSITY OF NEW YORK AT BUFFALO,2022,240,9,NY,ALBANY
university of miami,UNIVERSITY OF MIAMI,2021;2022;2023,239,2,FL,CORAL GABLES
affirm,AFFIRM INC,2021;2022;2023,237,7,CA,SAN FRANCISCO
athenahealth,ATHENAHEALTH INC,2021;2022;2023,237,3,MA,WATERTOWN
liberty mutual,LIBERTY MUTUAL GROUP INC,2021;2022;2023,237,7,MA,BOSTON
zscaler,ZSCALER INC,2021;2022;2023,237,3,CA,SAN JOSE
conflux,CONFLUX SYSTEMS INC,2021;2022;2023,235,12,GA,ALPHARETTA
oregon health and science university,OREGON HEALTH & SCIENCE UNIVERSITY,2021;2022;2023,235,1,OR,PORTLAND
rockwell collins inc d b a collins aerospace,ROCKWELL COLLINS INC D B A COLLINS AEROSPACE,2022;2023,235,0,IA,CEDAR RAPIDS
the trustees of princeton university,THE TRUSTEES OF PRINCETON UNIVERSITY,2022;2023,235,6,NJ,PRINCETON
university of colorado boulder,UNIVERSITY OF COLORADO BOULDER,2021;2023,234,4,CO,AURORA
7 eleven,7 ELEVEN INC,2021;2022;2023,233,2,TX,IRVING
moodys investors service,MOODYS INVESTORS SERVICE INC,2021;2022;2023,233,0,NY,NEW YORK
tusimple,TUSIMPLE INC,2021;2022;2023,233,2,CA,SAN DIEGO
astrazeneca pharmaceuticals,ASTRAZENECA PHARMACEUTICALS LP,2021;2022;2023,231,3,MD,GAITHERSBURG
bitwise,BITWISE INC,2021;2022;2023,231,6,IL,SCHAUMBURG
unicon pharma,UNICON PHARMA INC,2021;2022;2023,231,7,NJ,S PLAINFIELD
bill com,BILL COM,2021;2022;2023,230,2,CA,PALO ALTO
northwell health,NORTHWELL HEALTH,2021;2022;2023,230,7,NY,LAKE SUCCESS
citadel securities americas,CITADEL SECURITIES AMERICAS LLC,2021;2022;2023,229,3,IL,CHICAGO
rock central,ROCK CENTRAL LLC,2021;2022,229,0,MI,DETROIT
univ of ma medical school,UNIV OF MA MEDICAL SCHOOL,2021,229,5,MA,AMHERST
credit suisse,CREDIT SUISSE SERVICES USA LLC,2021;2022;2023,228,2,NY,NEW YORK
f5,F5 INC,2022;2023,228,1,WA,SEATTLE
ana data consulting,ANA DATA CONSULTING INC,2021;2022;2023,227,6,NJ,JERSEY CITY
barclays capital,BARCLAYS CAPITAL INC,2021;2022;2023,227,7,NY,NEW YORK
citadel americas,CITADEL AMERICAS LLC,2021;2022;2023,227,6,IL,CHICAGO
quadrant resource,QUADRANT RESOURCE LLC,2021;2022;2023,227,8,NJ,NEPTUNE
ameriprise financial,AMERIPRISE FINANCIAL INC,2021;2022;2023,226,2,MN,MINNEAPOLIS
express scripts,EXPRESS SCRIPTS INC,2021;2022;2023,226,1,MO,SAINT LOUIS
centene management,CENTENE MANAGEMENT COMPANY LLC,2021;2022;2023,225,2,MO,SAINT LOUIS
health care service,HEALTH CARE SERVICE CORPORATION,2021;2022;2023,225,6,IL,CHICAGO
black and veatch,BLACK & VEATCH CORPORATION,2021;2022;2023,223,3,KS,LEAWOOD
rbc capital markets,RBC CAPITAL MARKETS LLC,2021;2022;2023,223,1,MN,MINNEAPOLIS
bed bath beyond,BED BATH BEYOND INC,2021;2022;2023,222,0,NJ,UNION
cloudera,CLOUDERA INC,2021;2022;2023,222,2,CA,SANTA CLARA
costco wholesale,COSTCO WHOLESALE CORPORATION,2021;2022;2023,222,2,WA,ISSAQUAH
emonics,EMONICS LLC,2021;2022;2023,222,13,NJ,JERSEY CITY
new york university,NEW YORK UNIVERSITY,2021;2022;2023,222,5,NY,NEW YORK
the sphere institute,THE SPHERE INSTITUTE,2021;2022;2023,222,8,CA,BURLINGAME
upstart network,UPSTART NETWORK INC,2021;2022;2023,222,2,CA,SAN MATEO
coforge limited fka niit,COFORGE LIMITED FKA NIIT TECHNOLOGIES LIMITED,2022,222,6,NJ,PRINCETON
adroit associates,ADROIT ASSOCIATES INC,2021;2022;2023,220,18,NJ,ISELIN
arm,ARM INC,2021;2022;2023,220,1,CA,SAN JOSE
indus,INDUS GROUP INC,2021;2022;2023,220,9,NJ,HACKENSACK
samsung research,SAMSUNG RESEARCH AMERICA INC,2021;2022;2023,220,1,CA,MOUNTAIN VIEW
triad national security,TRIAD NATIONAL SECURITY LLC,2021;2022;2023,220,1,NM,LOS ALAMOS
intone networks,INTONE NETWORKS INC,2021;2022,219,5,NJ,ISELIN
blue yonder,BLUE YONDER INC,2021;2022;2023,218,3,AZ,SCOTTSDALE
m t bank,M T BANK,2021;2022;2023,218,1,NY,BUFFALO
trinet,TRINET USA INC,2021;2022;2023,218,1,CA,DUBLIN
johnson controls,JOHNSON CONTROLS INC,2021;2022;2023,217,5,WI,MILWAUKEE
inovalon,INOVALON HOLDINGS INC,2021;2022;2023,216,8,MD,COLUMBIA
rsm,RSM TECHNOLOGY SOLUTIONS INC,2021;2022;2023,216,6,TX,IRVING
two sigma investments,TWO SIGMA INVESTMENTS LP,2021;2022;2023,216,0,NY,NEW YORK
howard hughes medical institute,HOWARD HUGHES MEDICAL INSTITUTE,2021;2022,215,1,MD,CHEVY CHASE
west virginia university,WEST VIRGINIA UNIVERSITY,2021;2022;2023,215,0,WV,MORGANTOWN
abbott,ABBOTT LABORATORIES,2021;2022;2023,214,2,IL,ABBOTT PARK
aurora innovation,AURORA INNOVATION INC,2021;2022;2023,214,3,CA,MOUNTAIN VIEW
visionet,VISIONET SYSTEMS INC,2021;2022;2023,214,12,NJ,CRANBURY
hubspot,HUBSPOT INC,2021;2022;2023,213,1,MA,CAMBRIDGE
verizon corp resources,VERIZON CORP RESOURCES GROUP LLC,2021;2022;2023,213,2,NJ,BASKING RIDGE
rutgers the state university of nj,RUTGERS THE STATE UNIVERSITY OF NJ,2022;2023,213,7,NJ,NEW BRUNSWICK
american express,AMERICAN EXPRESS COMPANY,2021;2022;2023,212,7,FL,PLANTATION
wellington management,WELLINGTON MANAGEMENT COMPANY LLP,2021;2022;2023,212,6,MA,BOSTON
the university of texas m d anderson cancer center,THE UNIVERSITY OF TEXAS M D ANDERSON CANCER CENTER,2022;2023,212,0,TX,HOUSTON
harmony public schools,HARMONY PUBLIC SCHOOLS,2021;2022;2023,211,0,TX,HOUSTON
stryker,STRYKER CORPORATION,2021;2022;2023,210,0,NJ,MAHWAH
oracle financial svcs software,ORACLE FINANCIAL SVCS SOFTWARE INC,2021;2022,209,0,NJ,EDISON
deutsche bank securities,DEUTSCHE BANK SECURITIES INC,2021;2022;2023,208,1,NY,NEW YORK
intelligrated,INTELLIGRATED SERVICES LLC,2021;2022;2023,208,7,NJ,MORRIS PLAINS
lpl financial,LPL FINANCIAL LLC,2021;2022;2023,208,3,CA,SAN DIEGO
santander bank na,SANTANDER BANK NA,2021;2022;2023,208,0,MA,BOSTON
social finance,SOCIAL FINANCE INC,2021;2022;2023,208,2,CA,SAN FRANCISCO
twitch interactive,TWITCH INTERACTIVE INC,2021;2022;2023,208,4,WA,SEATTLE
ally bank,ALLY BANK,2021;2022;2023,207,1,MI,DETROIT
broad institute,BROAD INSTITUTE,2021;2022;2023,207,6,MA,CAMBRIDGE
infor,INFOR US INC,2021;2022;2023,207,7,RI,EAST GREENWICH
reliable software resources,RELIABLE SOFTWARE RESOURCES INC,2021;2022;2023,207,7,MI,NORTHVILLE
dassault systemes americas,DASSAULT SYSTEMES AMERICAS CORP,2021;2022;2023,206,6,MA,WALTHAM
experian information,EXPERIAN INFORMATION SOLUTIONS INC,2021;2022;2023,206,4,CA,COSTA MESA
federal soft,FEDERAL SOFT SYSTEMS INC,2021;2022;2023,206,13,AR,BENTONVILLE
nuro,NURO INC,2021;2022;2023,206,1,CA,MOUNTAIN VIEW
wichita state university,WICHITA STATE UNIVERSITY,2021;2022;2023,206,3,KS,EMPORIA
howard hughes medical institute hhmi,HOWARD HUGHES MEDICAL INSTITUTE HHMI,2022;2023,206,2,MD,BETHESDA
beacon hill staffing,BEACON HILL STAFFING GROUP LLC,2021;2022;2023,205,6,MA,BOSTON
case western reserve university,CASE WESTERN RESERVE UNIVERSITY,2021;2022;2023,205,6,OH,CLEVELAND
fusion life sciences,FUSION LIFE SCIENCES TECHNOLOGIES,2021;2022;2023,205,13,GA,ALPHARETTA
grubhub,GRUBHUB HOLDINGS INC,2021;2022;2023,205,2,IL,CHICAGO
qualcomm innovation center,QUALCOMM INNOVATION CENTER INC,2021;2022;2023,205,3,CA,SAN DIEGO
university of rochester,UNIVERSITY OF ROCHESTER,2021;2022;2023,205,3,NY,ROCHESTER
dotcom team,DOTCOM TEAM LLC,2021;2022;2023,204,10,MA,BRAINTREE
ptc,PTC INC,2021;2022;2023,204,11,MA,BOSTON
whirlpool,WHIRLPOOL CORPORATION,2021;2022;2023,203,3,MI,BENTON HARBOR
amdocs,AMDOCS INC,2021;2022;2023,201,2,MO,CHESTERFIELD
environmental systems research ins,ENVIRONMENTAL SYSTEMS RESEARCH INS,2021;2022,200,6,CA,REDLANDS
southwest airlines,SOUTHWEST AIRLINES CO,2021;2022;2023,200,2,TX,DALLAS
grant thornton,GRANT THORNTON LLP,2021;2022;2023,199,4,IL,CHICAGO
hdr engineering,HDR ENGINEERING INC,2021;2022;2023,198,6,NE,OMAHA
kanap,KANAP SYSTEMS LLC,2021;2022;2023,198,7,IA,WEST DES MOINES
magna electronics,MAGNA ELECTRONICS INC,2021;2022;2023,198,0,MI,AUBURN HILLS
university of nevada reno,UNIVERSITY OF NEVADA RENO,2021;2022;2023,198,5,NV,LAS VEGAS
alliance for sustainable energy,ALLIANCE FOR SUSTAINABLE ENERGY LLC,2022;2023,198,5,CA,SANTA MONICA
hsbc,HSBC TECHNOLOGY SERVICES USA INC,2021;2022;2023,197,5,NY,BUFFALO
rei,REI SYSTEMS INC,2021;2022;2023,197,5,VA,STERLING
temple university,TEMPLE UNIVERSITY,2021;2022;2023,197,7,PA,PHILADELPHIA
altair productdesign,ALTAIR PRODUCTDESIGN INC,2021;2022;2023,196,5,MI,TROY
amazon advertising,AMAZON ADVERTISING LLC,2021;2022;2023,196,5,WA,SEATTLE
commvault,COMMVAULT SYSTEMS INC,2021;2022;2023,196,0,NJ,TINTON FALLS
fractal analytics,FRACTAL ANALYTICS INC,2021;2022;2023,196,3,NY,NEW YORK
grandison management,GRANDISON MANAGEMENT INC,2021;2022;2023,196,6,NY,BROOKLYN
infostretch,INFOSTRETCH CORPORATION,2021;2022;2023,196,10,CA,SANTA CLARA
milwaukee electric tool,MILWAUKEE ELECTRIC TOOL CORP,2021;2022;2023,196,3,WI,BROOKFIELD
sage it,SAGE IT INC,2021;2022;2023,196,1,TX,FRISCO
tabner,TABNER INC,2021;2022;2023,196,5,NC,CHARLOTTE
university of houston,UNIVERSITY OF HOUSTON,2021;2022;2023,196,5,TX,HOUSTON
altimetrik,ALTIMETRIK CORP,2021;2022;2023,195,3,MI,SOUTHFIELD
diaspark,DIASPARK INC,2021;2022;2023,195,5,NJ,EDISON
hca management,HCA MANAGEMENT SERVICES LP,2021;2022;2023,195,3,TN,NASHVILLE
